Date,Airline,OriginState,TimeOfDay,Speed
7/27/00,AMERICAN AIRLINES,Colorado,Day,102
7/28/00,DELTA AIR LINES,Georgia,Day,149
7/28/00,AMERICAN AIRLINES,Texas,Day,141
7/29/00,FEDEX EXPRESS,Texas,Night,166
7/29/00,AMERICAN AIRLINES,Illinois,Day,176
7/30/00,AMERICAN AIRLINES,Texas,Day,254
7/30/00,DELTA AIR LINES,Kentucky,Day,142
7/31/00,AMERICAN AIRLINES,Illinois,Day,128
8/1/00,FRONTIER AIRLINES,Colorado,Day,163
8/1/00,AMERICAN EAGLE AIRLINES,Texas,Day,118
8/2/00,PRIVATELY OWNED,California,Day,102
8/2/00,DELTA AIR LINES,North Carolina,Day,141
8/2/00,AMERICAN AIRLINES,Texas,Day,82
8/2/00,UNITED AIRLINES,Missouri,Dusk,161
8/3/00,US AIRWAYS*,New York,Day,143
8/5/00,SOUTHWEST AIRLINES,Maryland,Day,130
8/5/00,AMERICAN EAGLE AIRLINES,Texas,Day,117
8/5/00,FEDEX EXPRESS,Colorado,Night,320
8/6/00,AMERICA WEST AIRLINES,New Jersey,Night,143
8/6/00,DELTA AIR LINES,Kentucky,Dawn,129
8/6/00,US AIRWAYS*,Maryland,Day,127
8/6/00,COMAIR AIRLINES,Kentucky,Day,118
8/7/00,AIR CANADA,Missouri,Day,105
8/7/00,US AIRWAYS*,North Carolina,Day,137
8/8/00,MILITARY,New Jersey,Day,154
8/9/00,AMERICAN AIRLINES,Illinois,Day,63
8/9/00,FEDEX EXPRESS,Tennessee,Day,119
8/10/00,FEDEX EXPRESS,Indiana,Dawn,183
8/10/00,SOUTHWEST AIRLINES,Illinois,Day,145
8/10/00,US AIRWAYS*,Arizona,Day,167
8/10/00,TRANS WORLD AIRLINES,Missouri,Day,186
8/10/00,AMERICAN EAGLE AIRLINES,Massachusetts,Night,182
8/10/00,SOUTHWEST AIRLINES,Maryland,Night,139
8/11/00,DELTA AIR LINES,Texas,Day,175
8/11/00,PINNACLE,Tennessee,Day,106
8/11/00,DELTA AIR LINES,Kentucky,Dusk,161
8/11/00,ASTAR AIR CARGO,Kentucky,Night,141
8/12/00,NORTHWEST AIRLINES,Tennessee,Day,164
8/12/00,SOUTHWEST AIRLINES,California,Night,141
8/15/00,AMERICAN AIRLINES,New York,Day,163
8/15/00,BUSINESS,Illinois,Dusk,121
8/16/00,UPS AIRLINES,Kentucky,Night,156
8/16/00,DELTA AIR LINES,Georgia,Day,147
8/16/00,UNITED AIRLINES,Illinois,Day,193
8/16/00,US AIRWAYS*,Pennsylvania,Day,147
8/16/00,UNITED AIRLINES,Florida,Day,150
8/16/00,AIRTRAN AIRWAYS,New Jersey,Day,135
8/16/00,FEDEX EXPRESS,Tennessee,Night,258
8/17/00,FEDEX EXPRESS,Indiana,Night,133
8/17/00,UNITED AIRLINES,DC,Day,145
8/17/00,DELTA AIR LINES,Tennessee,Day,144
8/18/00,CONTINENTAL AIRLINES,New Jersey,Day,126
8/19/00,COMAIR AIRLINES,North Carolina,Day,150
8/20/00,US AIRWAYS*,Pennsylvania,Day,161
8/20/00,US AIRWAYS*,North Carolina,Day,166
8/20/00,AMERICAN AIRLINES,New Jersey,Day,128
8/20/00,AMERICAN AIRLINES,Texas,Day,106
8/21/00,SOUTHWEST AIRLINES,Maryland,Day,224
8/22/00,ALLEGHENYAIRLINES,Maryland,Day,110
8/22/00,DELTA AIR LINES,Minnesota,Night,162
8/22/00,DELTA AIR LINES,Georgia,Night,163
8/23/00,US AIRWAYS*,Pennsylvania,Day,109
8/25/00,NORTHWEST AIRLINES,Oregon,Day,114
8/25/00,DELTA AIR LINES,Missouri,Day,140
8/25/00,CONTINENTAL AIRLINES,New Jersey,Day,137
8/25/00,US AIRWAYS*,Florida,Dusk,159
8/25/00,FEDEX EXPRESS,Kentucky,Night,177
8/26/00,DELTA AIR LINES,Kentucky,Day,137
8/26/00,FEDEX EXPRESS,Kentucky,Night,243
8/26/00,GREAT LAKES AIRLINES,Colorado,Day,145
8/26/00,US AIRWAYS*,North Carolina,Day,129
8/27/00,AMERICAN AIRLINES,Minnesota,Day,143
8/28/00,FRONTIER AIRLINES,Missouri,Night,148
8/29/00,DELTA AIR LINES,Kentucky,Dusk,187
8/29/00,FRONTIER AIRLINES,Colorado,Night,215
8/29/00,TRANS WORLD AIRLINES,Missouri,Day,138
8/29/00,FEDEX EXPRESS,Tennessee,Day,254
8/29/00,US AIRWAYS*,Pennsylvania,Day,111
8/30/00,AMERICAN AIRLINES,Illinois,Day,168
8/30/00,MESABA AIRLINES,Michigan,Day,131
8/31/00,DELTA AIR LINES,Nebraska,Day,161
8/31/00,DELTA AIR LINES,Kentucky,Day,171
8/31/00,GREAT LAKES AIRLINES,Colorado,Day,143
8/31/00,AMERICAN AIRLINES,Illinois,Day,148
8/31/00,US AIRWAYS*,Pennsylvania,Day,140
9/1/00,AMERICAN EAGLE AIRLINES,Oklahoma,Night,204
9/1/00,DELTA AIR LINES,Georgia,Night,161
9/1/00,TRANS WORLD AIRLINES,Missouri,Day,175
9/2/00,AMERICA WEST AIRLINES,Arizona,Day,195
9/2/00,SOUTHWEST AIRLINES,Texas,Day,138
9/2/00,UNITED AIRLINES,DC,Night,144
9/2/00,ASTAR AIR CARGO,Kentucky,Night,188
9/4/00,SOUTHWEST AIRLINES,Missouri,Day,127
9/4/00,NORTHWEST AIRLINES,Missouri,Day,142
9/4/00,AMERICA WEST AIRLINES,New Jersey,Night,155
9/5/00,AMERICAN AIRLINES,Ohio,Day,178
9/5/00,UNITED AIRLINES,Maryland,Day,119
9/5/00,AMERICA WEST AIRLINES,Washington,Night,2
9/5/00,AMERICA WEST AIRLINES,New York,Dawn,155
9/5/00,AMERICAN AIRLINES,California,Night,211
9/5/00,AMERICAN AIRLINES,Tennessee,Night,176
9/6/00,BUSINESS,DC,Dusk,202
9/7/00,SOUTHWEST AIRLINES,Missouri,Day,140
9/7/00,GREAT LAKES AIRLINES,Illinois,Night,211
9/7/00,AIRTRAN AIRWAYS,Texas,Dusk,108
9/7/00,AMERICAN AIRLINES,Oregon,Night,144
9/8/00,FRONTIER AIRLINES,Nebraska,Day,144
9/8/00,NORTHWEST AIRLINES,Florida,Day,101
9/8/00,DELTA AIR LINES,Georgia,Day,148
9/8/00,CONTINENTAL AIRLINES,Missouri,Dusk,144
9/8/00,US AIRWAYS*,Ohio,Dusk,137
9/9/00,US AIRWAYS*,North Carolina,Night,215
9/9/00,AMERICAN AIRLINES,Maryland,Day,146
9/10/00,AMERICAN AIRLINES,Illinois,Night,238
9/11/00,UNITED AIRLINES,Georgia,Dawn,123
9/12/00,AMERICAN AIRLINES,Texas,Day,145
9/12/00,AMERICAN AIRLINES,Illinois,Night,162
9/12/00,AMERICAN AIRLINES,Texas,Night,143
9/13/00,AMERICAN AIRLINES,North Carolina,Dusk,189
9/13/00,ALASKA AIRLINES,California,Day,137
9/13/00,HORIZON AIR,Oregon,Day,172
9/13/00,ATLANTIC COAST AIRLINES,DC,Night,125
9/13/00,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Night,173
9/13/00,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Night,172
9/13/00,FEDEX EXPRESS,Tennessee,Night,124
9/13/00,HORIZON AIR,Washington,Night,126
9/13/00,AMERICAN AIRLINES,Texas,Night,113
9/14/00,AMERICAN AIRLINES,Nebraska,Day,140
9/15/00,UNITED AIRLINES,DC,Dawn,178
9/15/00,ALLEGHENYAIRLINES,Maryland,Night,153
9/15/00,AIR WISCONSIN AIRLINES,Oklahoma,Night,147
9/15/00,US AIRWAYS*,North Carolina,Dawn,143
9/15/00,US AIRWAYS*,North Carolina,Dawn,152
9/15/00,ATLANTIC COAST AIRLINES,DC,Day,133
9/15/00,SOUTHWEST AIRLINES,Missouri,Day,126
9/15/00,CONTINENTAL AIRLINES,DC,Night,191
9/15/00,FEDEX EXPRESS,Tennessee,Night,156
9/16/00,MILITARY,Hawaii,Dawn,148
9/16/00,US AIRWAYS*,Maryland,Day,225
9/16/00,DELTA AIR LINES,Georgia,Dawn,130
9/17/00,SOUTHWEST AIRLINES,Texas,Day,254
9/17/00,AMERICAN EAGLE AIRLINES,Texas,Dawn,62
9/18/00,US AIRWAYS*,North Carolina,Day,159
9/18/00,AMERICAN AIRLINES,Utah,Night,145
9/19/00,AMERICAN AIRLINES,Florida,Day,144
9/20/00,DELTA AIR LINES,Utah,Night,145
9/20/00,MILITARY,Missouri,Night,186
9/20/00,TRANS WORLD AIRLINES,Missouri,Night,212
9/20/00,US AIRWAYS*,Pennsylvania,Night,149
9/20/00,AMERICAN AIRLINES,Utah,Night,252
9/21/00,AMERICAN EAGLE AIRLINES,Texas,Day,125
9/21/00,FEDEX EXPRESS,Tennessee,Night,184
9/21/00,AMERICAN AIRLINES,Illinois,Night,251
9/21/00,AMERICAN AIRLINES,Texas,Dusk,104
9/22/00,ASTAR AIR CARGO,Georgia,Night,201
9/22/00,DELTA AIR LINES,Georgia,Night,222
9/22/00,COMAIR AIRLINES,Kentucky,Night,152
9/22/00,HAWAIIAN AIR,Hawaii,Day,134
9/22/00,AMERICAN AIRLINES,Texas,Dusk,150
9/23/00,CONTINENTAL AIRLINES,New Jersey,Night,174
9/23/00,AMERICA WEST AIRLINES,Illinois,Night,170
9/23/00,DELTA AIR LINES,New Jersey,Night,203
9/23/00,DELTA AIR LINES,New Jersey,Night,216
9/23/00,DELTA AIR LINES,Louisiana,Dawn,134
9/24/00,ATLANTIC COAST AIRLINES,DC,Night,251
9/24/00,SOUTHWEST AIRLINES,Florida,Night,230
9/24/00,US AIRWAYS*,Maryland,Night,157
9/24/00,COMAIR AIRLINES,Kentucky,Day,154
9/24/00,AMERICAN AIRLINES,Texas,Day,138
9/24/00,AMERICAN EAGLE AIRLINES,Texas,Day,130
9/24/00,SOUTHWEST AIRLINES,Ohio,Day,152
9/24/00,MILITARY,South Carolina,Dusk,70
9/25/00,FEDEX EXPRESS,Tennessee,Night,165
9/25/00,DELTA AIR LINES,Florida,Night,217
9/25/00,DELTA AIR LINES,Georgia,Night,227
9/25/00,DELTA AIR LINES,Louisiana,Day,143
9/25/00,AMERICA WEST AIRLINES,Arizona,Night,176
9/25/00,AMERICA WEST AIRLINES,Oregon,Night,213
9/26/00,AMERICAN AIRLINES,New York,Night,137
9/26/00,US AIRWAYS*,Pennsylvania,Night,166
9/26/00,DELTA AIR LINES,Florida,Day,123
9/26/00,UPS AIRLINES,Kentucky,Night,169
9/26/00,UPS AIRLINES,Kentucky,Night,214
9/26/00,US AIRWAYS*,Pennsylvania,Night,162
9/27/00,SOUTHWEST AIRLINES,Tennessee,Day,101
9/27/00,UNITED AIRLINES,Texas,Night,129
9/27/00,AMERICAN AIRLINES,Illinois,Day,142
9/27/00,SOUTHWEST AIRLINES,Texas,Night,148
9/27/00,SOUTHWEST AIRLINES,Maryland,Night,223
9/28/00,MILITARY,South Carolina,Night,146
9/28/00,MILITARY,South Carolina,Night,232
9/28/00,UPS AIRLINES,Tennessee,Night,202
9/29/00,FEDEX EXPRESS,Tennessee,Night,121
9/29/00,SOUTHWEST AIRLINES,California,Night,148
9/30/00,HAWAIIAN AIR,California,Day,178
9/30/00,UPS AIRLINES,Kentucky,Night,136
9/30/00,SKYWEST AIRLINES,Utah,Night,127
10/1/00,AMERICA WEST AIRLINES,New Jersey,Night,147
10/1/00,DELTA AIR LINES,Louisiana,Dawn,80
10/1/00,AMERICAN AIRLINES,Pennsylvania,Night,252
10/1/00,UPS AIRLINES,Kentucky,Dusk,150
10/1/00,US AIRWAYS*,North Carolina,Night,254
10/1/00,AMERICAN AIRLINES,DC,Night,134
10/2/00,SOUTHWEST AIRLINES,Oregon,Night,194
10/2/00,AMERICAN AIRLINES,Texas,Day,143
10/2/00,AMERICAN AIRLINES,Illinois,Night,184
10/2/00,US AIRWAYS*,Maryland,Night,146
10/3/00,FEDEX EXPRESS,Washington,Night,201
10/3/00,ATLANTIC COAST AIRLINES,DC,Day,143
10/4/00,NORTHWEST AIRLINES,Michigan,Day,74
10/4/00,BUSINESS,Tennessee,Day,140
10/4/00,AMERICAN EAGLE AIRLINES,Texas,Day,157
10/4/00,AMERICAN AIRLINES,Missouri,Day,121
10/5/00,AMERICAN EAGLE AIRLINES,Texas,Day,120
10/5/00,US AIRWAYS*,DC,Day,191
10/6/00,DELTA AIR LINES,Tennessee,Night,230
10/6/00,AMERICAN EAGLE AIRLINES,Texas,Dawn,137
10/6/00,AMERICAN AIRLINES,Texas,Day,150
10/6/00,UNITED AIRLINES,DC,Night,213
10/6/00,FEDEX EXPRESS,Tennessee,Night,171
10/6/00,FEDEX EXPRESS,Tennessee,Night,178
10/6/00,AIR CANADA,Tennessee,Night,209
10/6/00,AMERICAN AIRLINES,California,Day,226
10/6/00,AMERICAN AIRLINES,Texas,Day,183
10/6/00,UNITED AIRLINES,DC,Night,148
10/7/00,DELTA AIR LINES,Georgia,Day,187
10/7/00,FEDEX EXPRESS,Indiana,Dawn,165
10/7/00,AMERICAN AIRLINES,Illinois,Day,161
10/7/00,US AIRWAYS*,Florida,Day,285
10/7/00,AMERICAN EAGLE AIRLINES,Texas,Night,167
10/7/00,FEDEX EXPRESS,Tennessee,Night,144
10/7/00,AMERICAN AIRLINES,California,Day,239
10/7/00,DELTA AIR LINES,Texas,Day,147
10/7/00,DELTA AIR LINES,Massachusetts,Night,138
10/7/00,FEDEX EXPRESS,Tennessee,Night,166
10/8/00,SOUTHWEST AIRLINES,Tennessee,Day,159
10/8/00,ATLANTIC COAST AIRLINES,DC,Night,174
10/8/00,EXPRESSJET (CONTINENTAL EXPRS),New Jersey,Night,136
10/8/00,AMERICAN EAGLE AIRLINES,Texas,Day,186
10/8/00,AMERICAN AIRLINES,Texas,Day,105
10/9/00,COMAIR AIRLINES,Michigan,Day,132
10/9/00,AMERICAN EAGLE AIRLINES,Texas,Day,205
10/10/00,BUSINESS,New Jersey,Dusk,137
10/10/00,AMERICAN AIRLINES,DC,Day,138
10/10/00,FEDEX EXPRESS,New Jersey,Night,180
10/11/00,AMERICAN AIRLINES,New York,Day,213
10/11/00,AMERICAN EAGLE AIRLINES,Texas,Day,136
10/11/00,DELTA AIR LINES,Pennsylvania,Night,183
10/12/00,UNITED AIRLINES,DC,Day,221
10/12/00,MILITARY,Louisiana,Dusk,159
10/12/00,DELTA AIR LINES,Tennessee,Dawn,143
10/13/00,BUSINESS,California,Night,176
10/13/00,FEDEX EXPRESS,New Jersey,Night,156
10/13/00,US AIRWAYS*,Ohio,Day,165
10/14/00,NORTHWEST AIRLINES,Minnesota,Day,163
10/14/00,DELTA AIR LINES,Minnesota,Night,146
10/14/00,DELTA AIR LINES,DC,Night,258
10/14/00,AMERICA WEST AIRLINES,Florida,Night,173
10/15/00,DELTA AIR LINES,Florida,Day,151
10/15/00,US AIRWAYS*,Missouri,Night,167
10/15/00,ATLANTIC COAST AIRLINES,DC,Night,254
10/15/00,AMERICAN EAGLE AIRLINES,Illinois,Dawn,137
10/15/00,SOUTHWEST AIRLINES,California,Day,165
10/15/00,AMERICAN AIRLINES,Pennsylvania,Night,217
10/16/00,DELTA AIR LINES,Oklahoma,Day,252
10/16/00,US AIRWAYS*,Pennsylvania,Night,135
10/16/00,BUSINESS,Kentucky,Day,138
10/16/00,CONTINENTAL AIRLINES,Ohio,Night,166
10/16/00,FEDEX EXPRESS,Tennessee,Night,133
10/17/00,GOVERNMENT,California,Day,71
10/17/00,US AIRWAYS*,Pennsylvania,Day,208
10/17/00,DELTA AIR LINES,Tennessee,Day,135
10/17/00,AMERICAN AIRLINES,Texas,Day,106
10/17/00,NORTHWEST AIRLINES,Tennessee,Night,151
10/17/00,AMERICAN AIRLINES,Texas,Night,212
10/18/00,UNITED AIRLINES,New Jersey,Night,184
10/18/00,CONTINENTAL AIRLINES,Tennessee,Day,144
10/18/00,US AIRWAYS*,Kentucky,Night,158
10/19/00,MILITARY,South Carolina,Dusk,201
10/19/00,MILITARY,South Carolina,Night,234
10/19/00,US AIRWAYS*,North Carolina,Night,142
10/19/00,SOUTHWEST AIRLINES,Maryland,Night,224
10/19/00,AMERICAN AIRLINES,Texas,Day,136
10/19/00,AMERICAN AIRLINES,Texas,Day,98
10/20/00,US AIRWAYS*,Massachusetts,Day,140
10/20/00,MESABA AIRLINES,Minnesota,Night,169
10/20/00,AMERICAN EAGLE AIRLINES,New York,Night,215
10/21/00,UNITED AIRLINES,DC,Night,158
10/22/00,SOUTHWEST AIRLINES,Oklahoma,Night,141
10/22/00,TRANS WORLD AIRLINES,Missouri,Night,131
10/23/00,MILITARY,South Carolina,Day,226
10/23/00,ALASKA AIRLINES,California,Night,252
10/23/00,AMERICAN EAGLE AIRLINES,New York,Day,122
10/23/00,US AIRWAYS*,North Carolina,Dusk,103
10/23/00,AMERICA WEST AIRLINES,Ohio,Night,195
10/24/00,US AIRWAYS*,Maryland,Day,234
10/24/00,DELTA AIR LINES,Florida,Night,140
10/24/00,US AIRWAYS*,Georgia,Night,202
10/25/00,ASTAR AIR CARGO,New York,Day,160
10/25/00,DELTA AIR LINES,Florida,Night,145
10/26/00,AIRTRAN AIRWAYS,Georgia,Night,236
10/26/00,SOUTHWEST AIRLINES,Louisiana,Night,255
10/27/00,AMERICAN AIRLINES,Illinois,Dusk,208
10/27/00,FEDEX EXPRESS,Tennessee,Night,161
10/27/00,DELTA AIR LINES,Georgia,Dusk,131
10/27/00,DELTA AIR LINES,Missouri,Night,141
10/27/00,US AIRWAYS*,North Carolina,Night,254
10/28/00,UPS AIRLINES,Kentucky,Night,136
10/28/00,US AIRWAYS*,Pennsylvania,Night,111
10/29/00,AMERICAN AIRLINES,Oregon,Night,251
10/29/00,US AIRWAYS*,Texas,Day,125
10/29/00,DELTA AIR LINES,DC,Night,120
10/29/00,DELTA AIR LINES,New York,Night,218
10/29/00,AMERICAN AIRLINES,Illinois,Day,144
10/30/00,US AIRWAYS*,New Jersey,Night,196
10/30/00,AMERICA WEST AIRLINES,Florida,Dawn,171
10/30/00,US AIRWAYS*,DC,Night,174
10/30/00,DELTA AIR LINES,Tennessee,Day,152
10/31/00,NORTHWEST AIRLINES,California,Night,148
10/31/00,AMERICAN EAGLE AIRLINES,Texas,Day,116
10/31/00,MILITARY,South Carolina,Night,238
11/1/00,MILITARY,South Carolina,Night,200
11/1/00,AMERICA WEST AIRLINES,California,Day,161
11/1/00,US AIRWAYS*,New York,Night,190
11/1/00,AMERICAN AIRLINES,Texas,Night,206
11/1/00,US AIRWAYS*,Pennsylvania,Night,250
11/1/00,SOUTHWEST AIRLINES,Oklahoma,Night,252
11/2/00,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Night,196
11/2/00,SOUTHWEST AIRLINES,Tennessee,Night,228
11/3/00,SOUTHWEST AIRLINES,Tennessee,Night,246
11/3/00,NORTHWEST AIRLINES,Minnesota,Night,183
11/3/00,SOUTHWEST AIRLINES,Missouri,Dusk,223
11/4/00,AMERICAN AIRLINES,New York,Day,197
11/5/00,US AIRWAYS*,Texas,Day,155
11/5/00,SKYWEST AIRLINES,California,Night,177
11/6/00,US AIRWAYS*,Pennsylvania,Night,184
11/7/00,BUSINESS,New Jersey,Night,102
11/7/00,CONTINENTAL AIRLINES,Georgia,Night,117
11/7/00,BUSINESS,California,Day,129
11/7/00,BUSINESS,California,Day,70
11/9/00,NORTHWEST AIRLINES,Michigan,Day,125
11/9/00,AMERICAN EAGLE AIRLINES,Texas,Night,243
11/10/00,SOUTHWEST AIRLINES,Missouri,Night,220
11/11/00,FRONTIER AIRLINES,Colorado,Day,147
11/11/00,AMERICAN AIRLINES,Texas,Night,139
11/12/00,US AIRWAYS*,Pennsylvania,Night,232
11/12/00,CONTINENTAL AIRLINES,Texas,Night,152
11/12/00,US AIRWAYS*,Massachusetts,Dusk,115
11/12/00,AMERICAN AIRLINES,Texas,Night,198
11/13/00,MESABA AIRLINES,Minnesota,Night,175
11/13/00,MILITARY,Louisiana,Night,146
11/13/00,SOUTHWEST AIRLINES,Texas,Night,203
11/14/00,AMERICAN AIRLINES,Texas,Day,143
11/15/00,HORIZON AIR,Washington,Day,123
11/15/00,US AIRWAYS*,Massachusetts,Dawn,154
11/16/00,BUSINESS,Minnesota,Day,145
11/16/00,SOUTHWEST AIRLINES,Maryland,Night,123
11/16/00,SOUTHWEST AIRLINES,Missouri,Night,162
11/16/00,DELTA AIR LINES,New York,Day,165
11/19/00,US AIRWAYS*,South Carolina,Dusk,85
11/19/00,US AIRWAYS*,DC,Day,131
11/19/00,FEDEX EXPRESS,Tennessee,Night,203
11/20/00,SOUTHWEST AIRLINES,Texas,Night,140
11/21/00,DELTA AIR LINES,Texas,Day,147
11/22/00,SKYWEST AIRLINES,Washington,Night,161
11/25/00,DELTA AIR LINES,DC,Night,146
11/26/00,DELTA AIR LINES,Tennessee,Night,217
11/28/00,MILITARY,North Carolina,Night,181
11/29/00,MILITARY,Louisiana,Day,144
11/29/00,MILITARY,South Carolina,Day,205
11/30/00,US AIRWAYS*,Pennsylvania,Night,157
12/1/00,MILITARY,Louisiana,Day,165
12/1/00,ALOHA AIRLINES,Hawaii,Night,140
12/2/00,AMERICAN AIRLINES,California,Night,134
12/3/00,SOUTHWEST AIRLINES,California,Night,136
12/3/00,UPS AIRLINES,Kentucky,Night,189
12/5/00,AMERICAN AIRLINES,DC,Night,185
12/6/00,ALASKA AIRLINES,California,Night,212
12/6/00,AMERICA WEST AIRLINES,California,Night,175
12/7/00,AMERICAN EAGLE AIRLINES,Massachusetts,Day,128
12/11/00,NORTHWEST AIRLINES,Tennessee,Night,190
12/11/00,ATLANTIC COAST AIRLINES,DC,Day,137
12/11/00,SKYWEST AIRLINES,California,Night,120
12/12/00,MILITARY,South Carolina,Day,134
12/12/00,AMERICA WEST AIRLINES,California,Night,145
12/13/00,COMAIR AIRLINES,Kentucky,Night,174
12/15/00,MILITARY,South Carolina,Day,5
12/15/00,PSA AIRLINES,Pennsylvania,Day,116
12/16/00,BUSINESS,New Jersey,Day,111
12/16/00,AMERICAN AIRLINES,Massachusetts,Dusk,129
12/17/00,MESABA AIRLINES,Tennessee,Day,243
12/17/00,NORTHWEST AIRLINES,Missouri,Day,168
12/18/00,AMERICA WEST AIRLINES,California,Night,214
12/19/00,AMERICAN AIRLINES,Texas,Day,149
12/23/00,US AIRWAYS*,North Carolina,Day,91
12/25/00,DELTA AIR LINES,Texas,Day,127
12/26/00,AMERICAN AIRLINES,DC,Day,147
12/27/00,MILITARY,California,Night,170
12/30/00,NORTHWEST AIRLINES,Tennessee,Day,149
1/1/01,DELTA AIR LINES,New York,Day,136
1/2/01,US AIRWAYS*,Louisiana,Day,255
1/2/01,AMERICAN AIRLINES,Texas,Night,219
1/2/01,US AIRWAYS*,New Jersey,Dusk,155
1/3/01,US AIRWAYS*,North Carolina,Dusk,135
1/5/01,MILITARY,South Carolina,Day,181
1/5/01,US AIRWAYS*,North Carolina,Dusk,145
1/6/01,SKYWEST AIRLINES,California,Night,136
1/10/01,AMERICA WEST AIRLINES,DC,Night,168
1/10/01,CHAUTAUQUA AIRLINES,Pennsylvania,Night,133
1/11/01,HAWAIIAN AIR,Hawaii,Day,139
1/12/01,MILITARY,California,Day,153
1/13/01,HAWAIIAN AIR,Hawaii,Day,113
1/14/01,PSA AIRLINES,Pennsylvania,Dusk,153
1/15/01,TRANS WORLD AIRLINES,Missouri,Dawn,105
1/15/01,US AIRWAYS*,Ohio,Dusk,205
1/15/01,SOUTHWEST AIRLINES,California,Day,128
1/16/01,UPS AIRLINES,California,Day,122
1/16/01,MILITARY,South Carolina,Day,130
1/16/01,HAWAIIAN AIR,Hawaii,Day,98
1/16/01,SOUTHWEST AIRLINES,Maryland,Night,181
1/17/01,SOUTHWEST AIRLINES,California,Dusk,227
1/18/01,MILITARY,California,Night,155
1/21/01,AMERICAN AIRLINES,California,Dusk,184
1/21/01,DELTA AIR LINES,Oregon,Day,172
1/23/01,TRANS WORLD AIRLINES,Missouri,Night,260
1/24/01,US AIRWAYS*,Pennsylvania,Day,147
1/28/01,UNITED AIRLINES,California,Dawn,195
1/28/01,MILITARY,South Carolina,Day,134
1/28/01,AMERICAN AIRLINES,Texas,Day,141
1/30/01,AMERICAN AIRLINES,Texas,Night,148
1/31/01,US AIRWAYS*,Maryland,Dawn,120
2/1/01,AMERICA WEST AIRLINES,California,Night,131
2/2/01,US AIRWAYS*,Florida,Dawn,145
2/2/01,TRANS WORLD AIRLINES,Missouri,Dawn,136
2/2/01,BUSINESS,Missouri,Dawn,140
2/2/01,US AIRWAYS*,DC,Night,140
2/2/01,AMERICAN AIRLINES,Louisiana,Dusk,137
2/5/01,AMERICAN AIRLINES,Missouri,Night,135
2/6/01,AMERICAN AIRLINES,Louisiana,Night,259
2/7/01,MILITARY,South Carolina,Day,84
2/7/01,MILITARY,South Carolina,Dusk,131
2/10/01,HAWAIIAN AIR,Hawaii,Dusk,98
2/12/01,JAPAN AIRLINES,California,Day,130
2/12/01,UPS AIRLINES,Kentucky,Day,162
2/12/01,BUSINESS,Utah,Day,106
2/14/01,AMERICAN AIRLINES,Texas,Day,108
2/16/01,AMERICA WEST AIRLINES,California,Night,202
2/19/01,ASTAR AIR CARGO,California,Night,164
2/19/01,SOUTHWEST AIRLINES,Texas,Night,155
2/20/01,AMERICAN AIRLINES,Texas,Dawn,139
2/21/01,DELTA AIR LINES,Louisiana,Dawn,182
2/23/01,MILITARY,Louisiana,Day,153
2/25/01,US AIRWAYS*,South Carolina,Dusk,171
2/26/01,UNITED AIRLINES,Missouri,Day,141
2/26/01,AMERICA WEST AIRLINES,Louisiana,Day,142
2/27/01,FRONTIER AIRLINES,Colorado,Night,167
2/27/01,SOUTHWEST AIRLINES,Texas,Night,145
3/2/01,HAWAIIAN AIR,Hawaii,Day,145
3/2/01,AMERICAN EAGLE AIRLINES,California,Night,147
3/3/01,CONTINENTAL AIRLINES,Texas,Day,140
3/5/01,FRONTIER AIRLINES,Texas,Night,219
3/6/01,ALASKA AIRLINES,California,Night,255
3/6/01,DELTA AIR LINES,Florida,Day,165
3/6/01,AMERICAN AIRLINES,Texas,Day,235
3/6/01,AMERICAN AIRLINES,Texas,Night,257
3/7/01,MILITARY,South Carolina,Day,134
3/7/01,MESABA AIRLINES,Tennessee,Night,159
3/9/01,US AIRWAYS*,North Carolina,Day,130
3/9/01,AMERICA WEST AIRLINES,Texas,Dawn,142
3/11/01,UNITED AIRLINES,DC,Night,177
3/11/01,EXPRESSJET (CONTINENTAL EXPRS),Missouri,Night,124
3/12/01,AMERICAN AIRLINES,Texas,Night,186
3/12/01,US AIRWAYS*,New York,Night,175
3/13/01,US AIRWAYS*,Florida,Day,180
3/13/01,CONTINENTAL AIRLINES,Texas,Night,132
3/14/01,AMERICA WEST AIRLINES,Massachusetts,Night,143
3/17/01,BUSINESS,Hawaii,Day,104
3/19/01,UNITED AIRLINES,Florida,Day,130
3/21/01,UPS AIRLINES,Texas,Dawn,150
3/21/01,AMERICAN EAGLE AIRLINES,Texas,Day,116
3/21/01,BUSINESS,Nebraska,Night,114
3/22/01,TRANS WORLD AIRLINES,Missouri,Night,253
3/22/01,ABX AIR,Texas,Night,241
3/23/01,UPS AIRLINES,Missouri,Night,214
3/23/01,HAWAIIAN AIR,Hawaii,Day,135
3/23/01,US AIRWAYS*,Florida,Day,165
3/23/01,ALASKA AIRLINES,Oregon,Night,259
3/24/01,BUSINESS,New Jersey,Day,145
3/24/01,AMERICAN EAGLE AIRLINES,Illinois,Day,136
3/25/01,AMERICAN AIRLINES,Pennsylvania,Night,135
3/25/01,COMAIR AIRLINES,Kentucky,Day,136
3/25/01,AIR CANADA,DC,Night,153
3/27/01,MILITARY,Louisiana,Day,157
